"Row ID","Order Priority","Discount","Unit Price","Shipping Cost","Customer ID","Customer Name","Product Name","Product Base Margin","Country","City","Order Date","Ship Date","Profit","column1","Quantity ordered new","Sales","Order ID"
"7734","Critical","0.07","2.84","0.93","699","Jenny Gold","SANFORD Liquid Accent™ Tank-Style Highlighters","0.54","United States","Los Angeles","6/6/2015","6/8/2015","3.21","true","59","158.8","55392"
"5140","High","0.01","7.89","2.82","699","Jenny Gold","Staples Vinyl Coated Paper Clips, 800/Box","0.4","United States","Los Angeles","6/30/2015","7/1/2015","38.7","true","32","274.26","36647"
"5141","High","0.09","3.68","1.32","699","Jenny Gold","*Staples* vLetter Openers, 2/Pack","0.83","United States","Los Angeles","6/30/2015","7/1/2015","-21.91","false","24","83.16","36647"
"5142","High","0.1","9.71","9.45","699","Jenny Gold","Filing/Storage Totes and Swivel Casters","0.6","United States","Los Angeles","6/30/2015","7/3/2015","-119.77","false","27","261.93","36647"
"4556","Medium","0.07","5.02","5.14","699","Jenny Gold","Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","0.79","United States","Los Angeles","1/29/2015","1/31/2015","-168.72","false","42","210.1","32420"
"4557","Medium","0.07","280.98","57","699","Jenny Gold","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs","0.78","United States","Los Angeles","1/29/2015","1/31/2015","-439.62","false","23","6499.87","32420"
"448","Medium","0.1","4.26","1.2","699","Jenny Gold","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush","0.44","United States","Los Angeles","5/20/2015","5/21/2015","15.42","true","88","351.56","3042"
"18448","Medium","0.1","4.26","1.2","700","Joseph Grossman","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush","0.44","United States","Santa Maria","5/20/2015","5/21/2015","33.924","true","22","87.89","87980"
"24289","Medium","0.03","5.28","5.61","702","Kelly O'Connor","Xerox 1954","0.4","United States","Santa Rosa","4/23/2015","4/24/2015","-16.67","false","1","6.5","87977"
"23140","High","0.01","7.89","2.82","702","Kelly O'Connor","Staples Vinyl Coated Paper Clips, 800/Box","0.4","United States","Santa Rosa","6/30/2015","7/1/2015","46.44","true","8","68.56","87979"
"23141","High","0.09","3.68","1.32","702","Kelly O'Connor","*Staples* vLetter Openers, 2/Pack","0.83","United States","Santa Rosa","6/30/2015","7/1/2015","-17.528","false","6","20.79","87979"
"23142","High","0.1","9.71","9.45","702","Kelly O'Connor","Filing/Storage Totes and Swivel Casters","0.6","United States","Santa Rosa","6/30/2015","7/3/2015","-95.816","false","7","67.91","87979"
"25734","Critical","0.07","2.84","0.93","711","Pam Anthony","SANFORD Liquid Accent™ Tank-Style Highlighters","0.54","United States","Winthrop","6/6/2015","6/8/2015","3.852","true","15","40.37","87978"
"20789","Not Specified","0","8.5","1.99","719","Stephen Lam","Hewlett-Packard 4.7GB DVD+R Discs","0.49","United States","Pahrump","2/28/2015","3/2/2015","71.7356","true","14","122.25","89344"
"20790","Not Specified","0.03","95.43","19.99","719","Stephen Lam","Fellowes Stor/Drawer® Steel Plus™ Storage Drawers","0.79","United States","Pahrump","2/28/2015","3/2/2015","-79.3208","false","2","206.09","89344"
"20633","Not Specified","0.04","10.64","5.16","721","Melvin Duke","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","0.57","United States","Frankfort","6/24/2015","6/25/2015","24.096","true","6","66.9","91053"
"20634","Not Specified","0.03","2.78","1.34","721","Melvin Duke","Prang Drawing Pencil Set","0.45","United States","Frankfort","6/24/2015","6/26/2015","6.972","true","15","43.13","91053"
"24574","Medium","0.01","7.28","11.15","721","Melvin Duke","Array® Parchment Paper, Assorted Colors","0.37","United States","Frankfort","4/11/2015","4/13/2015","-24.246","false","1","11.21","91054"
"19601","Medium","0.09","125.99","8.99","724","Beverly Cooke Brooks","SC7868i","0.55","United States","Stratford","3/15/2015","3/16/2015","-605.374","false","1","100.38","90359"
"19600","Medium","0.1","17.98","4","727","Lindsay Link","Belkin 107-key enhanced keyboard, USB/PS/2 interface","0.79","United States","Lewiston","3/15/2015","3/16/2015","-99.55","false","4","66.32","90359"
"23436","High","0.09","101.41","35","731","June Herbert","Tennsco Regal Shelving Units","0.82","United States","Burlington","4/26/2015","4/27/2015","-801.1548","false","12","1178.32","90362"
"21950","Not Specified","0.06","350.98","30","736","Meredith Walters","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","0.61","United States","Salem","6/15/2015","6/17/2015","797.856","true","6","2016.32","90361"
"23613","Low","0.02","48.04","5.79","737","Danny Vaughn","Xerox 1937","0.37","United States","Bloomfield","6/7/2015","6/14/2015","422.4525","true","12","612.25","90360"
"21949","Not Specified","0.02","70.98","46.74","738","Peggy Rowe","Hon Metal Bookcases, Putty","0.56","United States","Cranford","6/15/2015","6/16/2015","-178.216","false","4","313.63","90361"
"21951","Not Specified","0.04","27.48","4","741","Stacey Hale","Belkin MediaBoard 104- Keyboard","0.75","United States","Summit","6/15/2015","6/17/2015","-26.656","false","15","397.17","90361"
"19209","Low","0.02","59.98","3.99","744","Joy Maxwell","Belkin 8 Outlet SurgeMaster II Gold Surge Protector","0.57","United States","Oro Valley","1/28/2015","2/6/2015","-54.622","false","1","63.48","87725"
"19210","Low","0.03","5.18","5.74","744","Joy Maxwell","Wilson Jones Impact Binders","0.36","United States","Oro Valley","1/28/2015","2/1/2015","-126.81418","false","9","47.64","87725"
"19638","Medium","0.03","119.99","56.14","744","Joy Maxwell","Hewlett-Packard 2600DN Business Color Inkjet Printer","0.39","United States","Oro Valley","1/17/2015","1/19/2015","1400.1","true","13","1545.58","87726"
"19505","Low","0.09","125.99","8.99","744","Joy Maxwell","SC7868i","0.55","United States","Oro Valley","5/25/2015","6/2/2015","916.6806","true","20","2104.99","87727"
"19639","Medium","0.05","115.79","1.99","745","Mary Page","Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle","0.49","United States","Peoria","1/17/2015","1/19/2015","67.5999999999999","true","3","353.1","87726"
"20855","Not Specified","0.09","27.75","19.99","750","Jordan Wilkinson","Fellowes Super Stor/Drawer®","0.67","United States","Florence","1/12/2015","1/13/2015","-224.644","false","10","257.52","91200"
"23629","Low","0.06","130.98","54.74","751","David Wrenn","O'Sullivan Elevations Bookcase, Cherry Finish","0.69","United States","Georgetown","2/27/2015","3/6/2015","14.76","true","3","411.64","91201"
"19679","Critical","0.06","2.61","0.5","753","Elisabeth Massey","Avery 479","0.39","United States","Prescott","3/11/2015","3/11/2015","10.85","true","1","17.59","90438"
"19680","Critical","0.01","6.35","1.02","753","Elisabeth Massey","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","0.39","United States","Prescott","3/11/2015","3/13/2015","97.6626","true","22","141.54","90438"
"25291","High","0.06","218.75","69.64","754","Helen Lyons","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","0.77","United States","Prescott Valley","6/4/2015","6/5/2015","-453.2","false","4","905.4","90437"
"25117","Low","0.06","119.99","14","754","Helen Lyons","Epson C82 Color Inkjet Printer","0.36","United States","Prescott Valley","4/12/2015","4/19/2015","-207.679788","false","2","243.86","90439"
"25856","Not Specified","0.03","37.94","5.08","757","Neil Hogan","Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate","0.38","United States","Tualatin","2/11/2015","2/13/2015","-7.5244","false","1","39.97","90258"
"21110","Low","0","20.99","3.3","759","Bernice F Day","Accessory39","0.81","United States","Quincy","5/29/2015","6/5/2015","-92.961","false","5","92.96","86639"
"20377","Not Specified","0","125.99","8.99","762","Stuart Holloway","5170i","0.57","United States","Vancouver","4/27/2015","4/29/2015","613.89576","true","12","1362.2","87525"
"18735","Critical","0.1","31.78","1.99","767","Jeffrey Mueller","Memorex 4.7GB DVD-RAM, 3/Pack","0.42","United States","Rock Island","1/30/2015","2/1/2015","232.2816","true","11","336.64","86279"
"18659","Critical","0.08","30.73","4","770","Geraldine Puckett","Fellowes 17-key keypad for PS/2 interface","0.75","United States","Tualatin","3/19/2015","3/19/2015","-45.07","false","14","429.33","88667"
"18660","Critical","0.05","14.56","3.5","771","Deborah Paul","Acco 6 Outlet Guardian Premium Surge Suppressor","0.58","United States","West Linn","3/19/2015","3/21/2015","-8.53","false","3","44.66","88667"
"18661","Critical","0","299.99","11.64","771","Deborah Paul","Brother DCP1000 Digital 3 in 1 Multifunction Machine","0.5","United States","West Linn","3/19/2015","3/21/2015","285.95","true","5","1619.95","88667"
"22875","Critical","0.08","7.77","9.23","772","Jean Webster","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","0.58","United States","Allentown","1/14/2015","1/16/2015","-209.25","false","7","56.44","88666"
"22877","Critical","0.1","18.97","9.54","772","Jean Webster","Xerox 1939","0.37","United States","Allentown","1/14/2015","1/16/2015","-9.1636","false","3","56.73","88666"
"20967","Low","0.02","4.06","6.89","772","Jean Webster","Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac","0.6","United States","Allentown","5/17/2015","5/21/2015","12.706","true","12","64.41","88668"
"20968","Low","0.07","9.49","5.76","772","Jean Webster","Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case","0.39","United States","Allentown","5/17/2015","5/21/2015","7.71516","true","37","344.57","88668"
"20434","High","0.04","34.76","5.49","782","Sarah N Becker","Home/Office Personal File Carts","0.6","United States","Whittier","4/29/2015","4/30/2015","192.5169","true","8","279.01","90962"
"24773","Low","0.02","100.98","35.84","783","Carlos Byrd","Bush Westfield Collection Bookcases, Fully Assembled","0.62","United States","Bristol","1/6/2015","1/6/2015","-134.912","false","6","614.99","90961"
"22969","Medium","0","8.34","4.82","786","Jason Bray","Southworth 25% Cotton Antique Laid Paper & Envelopes","0.4","United States","Mission Viejo","4/6/2015","4/7/2015","-5.05","false","9","76.23","91513"
"24629","Not Specified","0.09","6.48","9.68","792","Holly Pate","Xerox 1993","0.36","United States","Mustang","6/21/2015","6/22/2015","-204.16","false","16","99.92","88753"
"18347","Not Specified","0.06","8.6","6.19","796","Amanda Conner","Avery Printable Repositionable Plastic Tabs","0.38","United States","Papillion","3/11/2015","3/12/2015","-46.115","false","9","79.4","86867"
"18184","Not Specified","0.1","14.42","6.75","796","Amanda Conner","Holmes Odor Grabber","0.52","United States","Papillion","6/19/2015","6/22/2015","-20.104","false","1","15.49","86869"
"19011","Not Specified","0.04","9.11","2.25","797","Eileen Riddle","Dixon Ticonderoga Core-Lock Colored Pencils","0.52","United States","Roy","6/1/2015","6/4/2015","-3.496","false","2","18.59","86868"
"19012","Not Specified","0.07","64.65","35","797","Eileen Riddle","Space Solutions Commercial Steel Shelving","0.8","United States","Roy","6/1/2015","6/3/2015","-717.072","false","13","834.08","86868"
"24851","Low","0.09","6.48","6.86","797","Eileen Riddle","Xerox 204","0.37","United States","Roy","3/6/2015","3/8/2015","-62.23","false","8","50.88","86870"
"20001","Not Specified","0.01","150.98","30","799","Lee McKenna Gregory","Novimex Swivel Fabric Task Chair","0.74","United States","Hilton Head Island","1/6/2015","1/8/2015","131.382","true","6","958.46","89909"
"20002","Not Specified","0.01","28.28","13.99","799","Lee McKenna Gregory","Eldon Portable Mobile Manager","0.58","United States","Hilton Head Island","1/6/2015","1/8/2015","-89.292","false","12","368.84","89909"
"20003","Not Specified","0.03","35.99","1.1","799","Lee McKenna Gregory","Accessory35","0.55","United States","Hilton Head Island","1/6/2015","1/7/2015","-211.036","false","1","30.86","89909"
"19265","Low","0.04","50.98","6.5","800","Cheryl Guthrie","Microsoft Natural Multimedia Keyboard","0.73","United States","Roy","3/28/2015","4/3/2015","-13.28","false","11","568.25","89910"
"19266","Low","0.02","6.48","5.14","800","Cheryl Guthrie","Xerox 23","0.37","United States","Roy","3/28/2015","3/30/2015","-48.68","false","19","126.66","89910"
"22484","Medium","0.03","35.99","5","803","Marianne Goldstein","Accessory27","0.85","United States","New Smyrna Beach","4/29/2015","4/30/2015","-184.548","false","3","93.82","90048"
"5722","Critical","0.06","179.99","13.99","806","Judy Singer","VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine","0.57","United States","Miami","1/9/2015","1/11/2015","1220.03784","true","54","8332.91","40547"
"21942","Low","0.09","5.84","0.83","820","Catherine Mullins","Avery Hi-Liter® Smear-Safe Highlighters","0.49","United States","Walla Walla","5/21/2015","5/25/2015","-2.87","false","1","5.9","90244"
"20661","Low","0.04","6.24","5.22","823","Christian Albright","Eldon Expressions Mahogany Wood Desk Collection","0.6","United States","Smyrna","1/12/2015","1/17/2015","4.3809","true","13","80.23","89257"
"20663","Low","0.09","260.98","41.91","824","Joann Moser","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","0.59","United States","Spring Hill","1/12/2015","1/19/2015","-100.744","false","8","2044.9","89257"
"21350","Critical","0","11.97","4.98","825","Marvin Hunt","Staples 6 Outlet Surge","0.58","United States","Abilene","5/21/2015","5/24/2015","3.384","true","4","53.3","89258"
"24842","Medium","0.01","6.98","1.6","827","Sheryl Marsh","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","0.38","United States","Amarillo","5/25/2015","5/26/2015","0.346","true","3","21.93","89259"
"24236","Not Specified","0.01","5.18","2.04","829","Monica Law Thompson","Array® Memo Cubes","0.36","United States","Texarkana","2/22/2015","2/24/2015","-17.654","false","5","28.46","90271"
"20664","High","0.01","14.42","6.75","830","Douglas Sutton","Holmes Odor Grabber","0.52","United States","Wheat Ridge","1/24/2015","1/24/2015","-13.826","false","6","89.91","90270"
"19173","High","0","11.66","8.99","833","Gerald Love","Boston 16765 Mini Stand Up Battery Pencil Sharpener","0.59","United States","Gilroy","1/9/2015","1/11/2015","-203.67","false","11","138.51","89770"
"19383","Not Specified","0.07","6.08","0.91","850","Jesse Hutchinson","Zebra Zazzle Fluorescent Highlighters","0.51","United States","Goleta","3/7/2015","3/8/2015","19.57","true","7","41.96","88569"
"20604","Low","0.1","50.98","22.24","851","Helen H Heller","Dana Fluorescent Magnifying Lamp, White, 36""","0.55","United States","Hacienda Heights","2/25/2015","2/27/2015","98.12","true","6","300.63","88568"
"19384","Not Specified","0.08","19.9","5.29","851","Helen H Heller","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","0.4","United States","Hacienda Heights","3/7/2015","3/9/2015","107.11","true","13","240.46","88569"
"19385","Not Specified","0.02","3.36","6.27","851","Helen H Heller","Cardinal Poly Pocket Divider Pockets for Ring Binders","0.4","United States","Hacienda Heights","3/7/2015","3/9/2015","-216.154","false","21","74.08","88569"
"21353","Critical","0.06","1.26","0.7","851","Helen H Heller","Bagged Rubber Bands","0.81","United States","Hacienda Heights","4/30/2015","4/30/2015","-6.6096","false","4","5.28","88571"
"26093","High","0.05","4.24","5.41","853","Leah Davenport","Storex DuraTech Recycled Plastic Frosted Binders","0.35","United States","Hesperia","3/16/2015","3/18/2015","-89.217","false","12","50.83","88570"
"21351","Critical","0.06","1.76","0.7","854","Karen Hendricks","Newell 310","0.56","United States","Branford","4/30/2015","5/2/2015","1.2236","true","22","39.26","88571"
"21352","Critical","0.02","24.98","8.79","855","Jacob Lanier","2300 Heavy-Duty Transfer File Systems by Perma","0.66","United States","Danbury","4/30/2015","5/1/2015","4.3148","true","23","606.51","88571"
"21354","Critical","0.05","35.99","5.99","858","Arthur Brady","Accessory41","0.38","United States","Lewiston","4/30/2015","5/2/2015","-125.83296","false","2","64.89","88571"
"21214","Critical","0.03","14.2","5.3","865","Dana Burgess","Coloredge Poster Frame","0.46","United States","East Chicago","5/27/2015","5/28/2015","122.21","true","18","267.2","90674"
"19947","Low","0.04","6.48","5.16","865","Dana Burgess","Xerox 1985","0.37","United States","East Chicago","2/26/2015","3/2/2015","-11.1332","false","12","86.79","90675"
"24774","Not Specified","0.04","29.18","8.55","868","Sharon Ellis","Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black","0.42","United States","Shoreview","2/25/2015","2/27/2015","201.7353","true","10","292.37","91194"
"24775","Not Specified","0","80.98","35","868","Sharon Ellis","Carina 42""Hx23 3/4""W Media Storage Unit","0.83","United States","Shoreview","2/25/2015","2/27/2015","-684.78","false","8","682.79","91194"
"24763","Critical","0.06","6.48","8.88","868","Sharon Ellis","Xerox 224","0.37","United States","Shoreview","3/6/2015","3/7/2015","-237.47","false","20","125.77","91195"
"24764","Critical","0.09","349.45","60","868","Sharon Ellis","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","","United States","Shoreview","3/6/2015","3/7/2015","-2946.051","false","12","3918.98","91195"
"25507","Not Specified","0.03","14.2","5.3","871","Sandy Ellington","Coloredge Poster Frame","0.46","United States","Reno","3/15/2015","3/17/2015","21.5556","true","2","31.24","90577"
"22547","Not Specified","0.01","5.94","9.92","871","Sandy Ellington","Storex Dura Pro™ Binders","0.38","United States","Reno","5/20/2015","5/23/2015","-239.315","false","12","74.77","90578"
"22548","Not Specified","0","6.48","5.11","871","Sandy Ellington","Xerox 231","0.37","United States","Reno","5/20/2015","5/22/2015","-33.31","false","18","127.81","90578"
"19262","High","0.04","4.37","5.15","875","Erika Fink","Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags","0.59","United States","Salt Lake City","2/21/2015","2/22/2015","-74.4796","false","18","78.59","89059"
"19263","High","0.09","155.99","8.99","875","Erika Fink","CF 688","0.58","United States","Salt Lake City","2/21/2015","2/23/2015","-232.22056","false","4","497.11","89059"
"18054","Critical","0.07","5.68","1.39","880","Ellen Beck","Staples Standard Envelopes","0.38","United States","Scottsdale","3/25/2015","3/27/2015","18.6438","true","5","27.02","86153"
"18055","Critical","0.06","22.84","11.54","880","Ellen Beck","Xerox 1964","0.39","United States","Scottsdale","3/25/2015","3/27/2015","-31.24","false","1","27.67","86153"
"19401","Critical","0.06","25.98","14.36","885","Malcolm Robertson","Global Stack Chair without Arms, Black","0.6","United States","Amarillo","5/24/2015","5/25/2015","55.888","true","41","1033.56","89537"
"26011","Critical","0.08","1.81","0.75","890","Billie Fowler","Metal Folding Chairs, Beige, 4/Carton","0.58","United States","Bedford","1/5/2015","1/6/2015","1.3224","true","11","19.97","89536"
"26015","Critical","0.04","125.99","5.26","890","Billie Fowler","232","0.55","United States","Bedford","1/5/2015","1/5/2015","455.4207","true","6","660.03","89536"
"2045","Critical","0.01","8.34","0.96","894","Gail Rankin Cole","Document Clip Frames","0.43","United States","Washington","1/10/2015","1/12/2015","29.332","true","24","199.12","14596"
"2046","Critical","0.06","3.28","3.97","894","Gail Rankin Cole","Newell 337","0.56","United States","Washington","1/10/2015","1/11/2015","-86","false","19","63.14","14596"
"5421","Low","0.02","1.14","0.7","894","Gail Rankin Cole","OIC Thumb-Tacks","0.38","United States","Washington","2/2/2015","2/2/2015","-0.49","false","38","44.85","38529"
"20045","Critical","0.01","8.34","0.96","896","Jennifer Siegel","Document Clip Frames","0.43","United States","Denton","1/10/2015","1/12/2015","34.3482","true","6","49.78","90166"
"20046","Critical","0.06","3.28","3.97","896","Jennifer Siegel","Newell 337","0.56","United States","Denton","1/10/2015","1/11/2015","-66.65","false","5","16.62","90166"
"19470","Critical","0.06","47.98","3.61","896","Jennifer Siegel","DS/HD IBM Formatted Diskettes, 200/Pack - Staples","0.71","United States","Denton","6/20/2015","6/22/2015","35.955","true","11","517.68","90167"
"4724","High","0.04","90.97","28","898","Harriet Hodges","Lexmark Z55se Color Inkjet Printer","0.38","United States","New York City","1/12/2015","1/13/2015","-173.0952","false","6","573.31","33635"
"4725","High","0.07","20.34","35","898","Harriet Hodges","Tennsco Commercial Shelving","0.84","United States","New York City","1/12/2015","1/13/2015","-96.16","false","5","140.23","33635"
"1311","Not Specified","0.02","12.53","0.49","898","Harriet Hodges","Round Specialty Laser Printer Labels","0.38","United States","New York City","1/27/2015","1/27/2015","263.4","true","47","594.44","9606"
"1312","Not Specified","0.07","5.18","2.04","898","Harriet Hodges","Array® Memo Cubes","0.36","United States","New York City","1/27/2015","1/29/2015","37.31","true","44","228.5","9606"
"22724","High","0.04","90.97","28","899","Jordan Berry","Lexmark Z55se Color Inkjet Printer","0.38","United States","Altoona","1/12/2015","1/13/2015","-173.0952","false","2","191.1","86263"
"22725","High","0.07","20.34","35","899","Jordan Berry","Tennsco Commercial Shelving","0.84","United States","Altoona","1/12/2015","1/13/2015","-96.16","false","1","28.05","86263"
"19311","Not Specified","0.02","12.53","0.49","899","Jordan Berry","Round Specialty Laser Printer Labels","0.38","United States","Altoona","1/27/2015","1/27/2015","104.7213","true","12","151.77","86264"
"19312","Not Specified","0.07","5.18","2.04","899","Jordan Berry","Array® Memo Cubes","0.36","United States","Altoona","1/27/2015","1/29/2015","37.31","true","11","57.13","86264"
"24981","Not Specified","0","5.98","1.49","903","Francis Spivey","Avery Hanging File Binders","0.39","United States","Wilmington","3/12/2015","3/14/2015","80.6748","true","18","116.92","90806"
"22288","Critical","0.09","35.99","5.99","907","Rachel Casey","Accessory41","0.38","United States","Henderson","2/26/2015","2/27/2015","114.3165","true","5","151.6","86459"
"21345","Medium","0.09","2.6","2.4","907","Rachel Casey","12 Colored Short Pencils","0.58","United States","Henderson","6/17/2015","6/19/2015","1107.408","true","12","31.73","86460"
"19480","Critical","0","5.28","5.61","910","Carla Hauser","Xerox 1954","0.4","United States","Texarkana","5/14/2015","5/14/2015","-149.212","false","15","85.26","90187"
"25356","Not Specified","0.05","7.64","5.83","911","Marsha P Joyner","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","0.36","United States","Wheeling","1/31/2015","2/2/2015","-21.018","false","2","16.6","90185"
"25357","Not Specified","0.04","218.75","69.64","911","Marsha P Joyner","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","0.72","United States","Wheeling","1/31/2015","2/1/2015","-655.529875","false","10","2285.41","90185"
"24028","High","0.01","59.76","9.71","911","Marsha P Joyner","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","0.57","United States","Wheeling","4/4/2015","4/6/2015","354.3288","true","8","513.52","90186"
"24953","High","0.06","350.98","30","915","Carol Sherrill","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","0.61","United States","Bryan","1/4/2015","1/5/2015","-489.4156","false","1","346.52","86356"
"25833","Low","0.05","161.55","19.99","916","Marion Wilcox","Fellowes Super Stor/Drawer® Files","0.66","United States","Burleson","1/4/2015","1/11/2015","35.31","true","3","499.31","86357"
"25676","High","0.05","35.51","6.31","918","Kerry Jernigan","Steel Personal Filing/Posting Tote","0.58","United States","Rancho Cucamonga","4/12/2015","4/14/2015","6.11","true","2","73.1","90492"
"19772","Critical","0.09","58.14","36.61","918","Kerry Jernigan","O'Sullivan 3-Shelf Heavy-Duty Bookcases","0.61","United States","Rancho Cucamonga","5/20/2015","5/21/2015","187.412","true","39","2115.06","90493"
"25677","High","0.1","8.34","2.64","919","Tracy Livingston","Acme® Elite Stainless Steel Scissors","0.59","United States","Redding","4/12/2015","4/12/2015","-6.34","false","6","47.95","90492"
"21970","Low","0.1","15.98","4","920","Jessie Kelly","Logitech Access Keyboard","0.37","United States","Redlands","3/27/2015","4/1/2015","92.7222","true","9","134.38","90491"
"25678","High","0.03","8.04","8.94","920","Jessie Kelly","Fellowes Twister Kit, Gray/Clear, 3/pkg","0.4","United States","Redlands","4/12/2015","4/14/2015","-160.2755","false","9","76.77","90492"
"18395","Not Specified","0.01","65.99","8.99","922","Dolores Abrams","5180","0.56","United States","Rancho Cucamonga","5/20/2015","5/21/2015","396.972","true","14","782","87135"
"19973","Critical","0.03","2.18","1.38","925","Ruth Dudley","Advantus Push Pins","0.44","United States","Augusta","4/6/2015","4/6/2015","-7.04","false","7","15.73","87134"
"19974","Critical","0.01","170.98","35.89","929","Calvin Conway","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","0.66","United States","Old Bridge","4/6/2015","4/8/2015","538.52","true","10","1719.07","87134"
"21077","Critical","0.05","6.04","2.14","936","Robyn Garner","Adams Telephone Message Books, 5 1/4” x 11”","0.38","United States","Redlands","2/17/2015","2/19/2015","-4.14","false","1","8.41","90588"
"23716","Not Specified","0.05","5.98","5.46","936","Robyn Garner","Xerox 1983","0.36","United States","Redlands","6/27/2015","6/27/2015","-31.885","false","17","104.95","90589"
"23717","Not Specified","0.01","65.99","3.99","937","Kelly Shaw","StarTAC 7760","0.59","United States","Redondo Beach","6/27/2015","6/28/2015","-95.2105","false","3","166.59","90589"
"22638","Low","0.09","100.98","35.84","940","Albert Maxwell","Bush Westfield Collection Bookcases, Fully Assembled","0.62","United States","New Milford","4/14/2015","4/19/2015","-193.58","false","4","396.19","90844"
"23479","Not Specified","0.03","31.74","12.62","945","Stephanie Sun Perry","GBC Wire Binding Strips","0.37","United States","Saratoga","3/6/2015","3/6/2015","-4.30099999999999","false","3","98.7","86567"
"24459","Critical","0.09","90.98","56.2","946","Denise Parks","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","0.74","United States","Auburn","3/1/2015","3/2/2015","-1570.32","false","20","1782.44","86566"
"24693","Critical","0.08","14.2","5.3","947","Dorothy Buchanan","Coloredge Poster Frame","0.46","United States","Bayonne","1/11/2015","1/13/2015","27.23","true","5","72.11","86565"
"1279","Critical ","0.06","40.98","2.99","949","Ernest Oh","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","0.36","United States","Los Angeles","1/2/2015","1/4/2015","-19.0992","false","3","124.81","9285"
"1128","Low","0.02","48.04","5.09","949","Ernest Oh","Xerox 1910","0.37","United States","Los Angeles","3/22/2015","3/26/2015","373.67","true","18","881.32","8257"
"19279","Critical","0.06","40.98","2.99","950","Jane Shah","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","0.36","United States","Prior Lake","1/2/2015","1/4/2015","-14.80188","false","1","41.6","89083"
"19127","Low","0.05","1500.97","29.7","950","Jane Shah","Epson DFX5000+ Dot Matrix Printer","0.57","United States","Prior Lake","3/22/2015","3/22/2015","-2561.3235","false","1","1497.22","89084"
"19128","Low","0.02","48.04","5.09","950","Jane Shah","Xerox 1910","0.37","United States","Prior Lake","3/22/2015","3/26/2015","168.9189","true","5","244.81","89084"
"19129","Low","0.03","4.28","1.6","950","Jane Shah","Newell 320","0.58","United States","Prior Lake","3/22/2015","3/29/2015","-6.2","false","1","4.55","89084"
"20073","Low","0.1","7.31","0.49","954","Tony Chandler","Self-Adhesive Address Labels for Typewriters by Universal","0.38","United States","Highland Village","2/12/2015","2/21/2015","19.0647","true","4","27.63","90771"
"20074","Low","0.08","6.7","1.56","954","Tony Chandler","Turquoise Lead Holder with Pocket Clip","0.52","United States","Highland Village","2/12/2015","2/12/2015","10.56","true","5","31.21","90771"
"25795","Not Specified","0.01","145.45","17.85","959","Sally House","Panasonic KX-P1150 Dot Matrix Printer","0.56","United States","Burleson","3/22/2015","3/23/2015","837.6807","true","8","1214.03","91581"
"20428","Low","0.03","2.94","0.96","960","Phillip Chappell","Newell 343","0.58","United States","Redondo Beach","2/4/2015","2/8/2015","-4.2","false","1","3.51","89401"
"20685","Not Specified","0.05","124.49","51.94","961","Benjamin Chan","Bevis 36 x 72 Conference Tables","0.63","United States","Redwood City","2/24/2015","2/24/2015","-44.1636","false","1","120.12","89402"
"2428","Low","0.03","2.94","0.96","962","Yvonne Clarke","Newell 343","0.58","United States","Chicago","2/4/2015","2/8/2015","-4.2","false","2","7.01","17636"
"25093","Medium","0","170.98","35.89","970","Lynn Payne","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","0.66","United States","Rose Hill","4/20/2015","4/21/2015","-102.662","false","8","1452.18","86173"
