"Row ID","Order Priority","Discount","Unit Price","Shipping Cost","average_Shipping Cost","Customer ID","Customer Name","Ship Mode","Customer Segment","Product Category","Product Sub-Category","Product Container","Product Name","Product Base Margin","Country","Region","State or Province","City","Postal Code","Order Date","Ship Date","Profit","Quantity ordered new","OverAll_discount_perItem","Sales","Order ID"
"24607","High","0.05","11.29","5.03","true","2828","Monica Howard","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","X-Rack™ File for Hanging Folders","0.59","United States","West","California","El Centro","92243","2/19/2015","2/21/2015","-35.26","8","4.516","90.46","87720"
"23431","Medium","0.07","39.48","1.99","true","2828","Monica Howard","Regular Air","Corporate","Technology","Computer Peripherals","Small Pack","80 Minute CD-R Spindle, 100/Pack - Staples","0.54","United States","West","California","El Centro","92243","6/1/2015","6/2/2015","322.2507","12","33.163199999999996","467.03","87721"
"20594","Not Specified","0.03","140.98","36.09","false","2833","Tim Connolly","Delivery Truck","Small Business","Furniture","Bookcases","Jumbo Box","Sauder Forest Hills Library, Woodland Oak Finish","0.77","United States","Central","Minnesota","Inver Grove Heights","55076","3/25/2015","3/27/2015","-221.5","4","16.917599999999997","608.81","91030"
"20595","Not Specified","0.08","65.99","8.99","true","2833","Tim Connolly","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","Talkabout T8367","0.56","United States","Central","Minnesota","Inver Grove Heights","55076","3/25/2015","3/26/2015","206.352","15","79.18799999999999","808.61","91030"
"19191","High","0.07","51.98","10.17","true","2837","Leslie Hawley","Regular Air","Home Office","Technology","Office Machines","Medium Box","Canon MP25DIII Desktop Whisper-Quiet Printing Calculator","0.37","United States","Central","Oklahoma","Tulsa","74133","3/8/2015","3/10/2015","439.7853","13","47.3018","637.37","89801"
"19192","High","0.1","80.97","33.6","false","2837","Leslie Hawley","Delivery Truck","Home Office","Technology","Office Machines","Jumbo Drum","Lexmark Z25 Color Inkjet Printer","0.37","United States","Central","Oklahoma","Tulsa","74133","3/8/2015","3/11/2015","-149.4573","3","24.290999999999997","232.16","89801"
"18416","High","0","21.98","2.87","true","2840","Bob Berg","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Small Pack","Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","0.55","United States","South","Florida","North Miami","33161","3/19/2015","3/20/2015","21.096","16","0","360.03","87884"
"18419","Medium","0.05","15.68","3.73","true","2840","Bob Berg","Regular Air","Corporate","Furniture","Office Furnishings","Small Pack","Artistic Insta-Plaque","0.46","United States","South","Florida","North Miami","33161","6/11/2015","6/13/2015","1166.628","17","13.328000000000001","260.01","87885"
"18420","Medium","0","14.98","8.99","true","2840","Bob Berg","Regular Air","Corporate","Furniture","Office Furnishings","Small Pack","GE 4 Foot Flourescent Tube, 40 Watt","0.39","United States","South","Florida","North Miami","33161","6/11/2015","6/12/2015","-40.6042","18","0","273.79","87885"
"18421","Medium","0.02","38.76","13.26","false","2840","Bob Berg","Regular Air","Corporate","Office Supplies","Paper","Small Box","Xerox 1892","0.36","United States","South","Florida","North Miami","33161","6/11/2015","6/12/2015","-294.084","1","0.7752","44.62","87885"
"21855","Not Specified","0.04","90.48","19.99","false","2847","Vanessa Day","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes","0.4","United States","South","Tennessee","Collierville","38017","4/9/2015","4/11/2015","55.5552","3","10.857600000000001","268.64","85928"
"21856","Not Specified","0.02","9.77","6.02","true","2847","Vanessa Day","Regular Air","Corporate","Furniture","Office Furnishings","Medium Box","DAX Solid Wood Frames","0.48","United States","South","Tennessee","Collierville","38017","4/9/2015","4/10/2015","-535.332","9","1.7586","87.68","85928"
"21857","Not Specified","0.09","34.99","7.73","true","2847","Vanessa Day","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Small Box","Hunt Boston® Vacuum Mount KS Pencil Sharpener","0.59","United States","South","Tennessee","Collierville","38017","4/9/2015","4/11/2015","-208.7204","1","3.1491000000000002","37.62","85928"
"24455","Medium","0","49.99","19.99","false","2848","Eileen Dalton","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Zoom V.92 USB External Faxmodem","0.41","United States","South","Tennessee","Columbia","38401","6/6/2015","6/8/2015","38.886","16","0","832.97","85929"
"23622","Low","0.05","115.99","8.99","true","2851","Annie Sherrill","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","5185","0.58","United States","Central","Texas","Odessa","79762","4/9/2015","4/13/2015","719.3526","11","63.7945","1042.54","86454"
"23042","Medium","0.08","7.84","4.71","true","2855","Vicki Womble","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal","0.35","United States","West","Washington","Des Moines","98198","1/21/2015","1/22/2015","-12.87678","10","6.272","76.16","87316"
"23043","Medium","0.03","105.34","24.49","false","2855","Vicki Womble","Regular Air","Corporate","Furniture","Office Furnishings","Large Box","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","0.61","United States","West","Washington","Des Moines","98198","1/21/2015","1/22/2015","618.1308","10","31.602","1038.14","87316"
"23213","Low","0.09","6783.02","24.49","false","2855","Vicki Womble","Regular Air","Consumer","Technology","Office Machines","Large Box","Polycom ViewStation™ ISDN Videoconferencing Unit","0.39","United States","West","Washington","Des Moines","98198","3/10/2015","3/14/2015","-14140.7016","1","610.4718","6296","87317"
"18516","Medium","0.06","2.94","0.96","true","2858","Jerry Webster","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 343","0.58","United States","South","Florida","Fruit Cove","32259","5/17/2015","5/18/2015","-8.876","3","0.5292","8.79","88279"
"18506","Low","0.04","67.28","19.99","false","2858","Jerry Webster","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Catalog Binders with Expanding Posts","0.4","United States","South","Florida","Fruit Cove","32259","5/23/2015","5/28/2015","14.754","30","80.736","2051.68","88282"
"18507","Low","0.1","130.98","54.74","false","2858","Jerry Webster","Delivery Truck","Corporate","Furniture","Bookcases","Jumbo Box","O'Sullivan Elevations Bookcase, Cherry Finish","0.69","United States","South","Florida","Fruit Cove","32259","5/23/2015","5/23/2015","669.612","42","550.116","5295.03","88282"
"18508","Low","0.04","2.78","1.25","true","2858","Jerry Webster","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 318","0.59","United States","South","Florida","Fruit Cove","32259","5/23/2015","5/23/2015","213","28","3.1136","80.27","88282"
"20270","Not Specified","0.03","142.86","19.99","false","2859","Brad H Blake","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Letter Size Cart","0.56","United States","South","Florida","Gainesville","32601","4/1/2015","4/3/2015","-8.3881","23","98.5734","3292.02","88281"
"23238","Medium","0.05","20.99","4.81","true","2861","Dwight Robinson","Regular Air","Corporate","Technology","Telephones and Communication","Medium Box","1726 Digital Answering Machine","0.58","United States","Central","Kansas","Hays","67601","2/28/2015","2/28/2015","4.90176","11","11.5445","199.43","88280"
"25932","High","0","12.22","2.85","true","2862","Carrie High","Regular Air","Corporate","Furniture","Office Furnishings","Small Pack","Aluminum Document Frame","0.55","United States","Central","Nebraska","La Vista","68128","4/11/2015","4/12/2015","76.3899","9","0","110.71","88278"
"23136","Critical","0.01","13.79","8.78","true","2865","Roberta Mitchell","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","9-3/4 Diameter Round Wall Clock","0.43","United States","Central","Texas","Paris","75460","2/23/2015","2/25/2015","-36.77","4","0.5516","56.68","90871"
"23137","Critical","0.04","33.29","8.74","true","2865","Roberta Mitchell","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems","0.61","United States","Central","Texas","Paris","75460","2/23/2015","2/24/2015","87.03","8","10.6528","273.34","90871"
"1529","High","0.01","125.99","8.99","true","2867","Dana Teague","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","M70","0.59","United States","East","District of Columbia","Washington","20016","4/17/2015","4/18/2015","-582.648","2","2.5198","226.88","11013"
"18998","High","0.03","896.99","19.99","false","2868","Eugene Clayton","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind TL300 Electric Binding System","0.38","United States","West","Washington","Edmonds","98026","1/8/2015","1/10/2015","3602.1312","6","161.4582","5220.48","85826"
"19529","High","0.01","125.99","8.99","true","2868","Eugene Clayton","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","M70","0.59","United States","West","Washington","Edmonds","98026","4/17/2015","4/18/2015","-582.648","1","1.2599","113.44","85827"
"19293","Not Specified","0.08","15.99","13.18","false","2868","Eugene Clayton","Express Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","0.37","United States","West","Washington","Edmonds","98026","5/25/2015","5/27/2015","-66.585","4","5.1168000000000005","66.02","85828"
"25724","Medium","0.07","2.89","0.5","true","2873","Benjamin Gunter","Regular Air","Small Business","Office Supplies","Labels","Small Box","Avery 498","0.38","United States","South","Florida","Hialeah","33012","1/22/2015","1/24/2015","441.594","12","2.4276000000000004","33.02","89872"
"25725","Medium","0","217.85","29.1","false","2873","Benjamin Gunter","Delivery Truck","Small Business","Furniture","Tables","Jumbo Box","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","0.68","United States","South","Florida","Hialeah","33012","1/22/2015","1/23/2015","394.17","10","0","2273.1","89872"
"21768","Low","0.05","4.84","0.71","true","2874","Marian Willis","Regular Air","Home Office","Office Supplies","Pens & Art Supplies","Wrap Bag","*Staples* Highlighting Markers","0.52","United States","Central","Nebraska","La Vista","68128","4/6/2015","4/15/2015","13.4481","4","0.968","19.49","89873"
"19246","Critical","0.03","304.99","19.99","false","2874","Marian Willis","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Hi-Tech Manual Binding System","0.4","United States","Central","Nebraska","La Vista","68128","6/22/2015","6/24/2015","4033.6089","19","173.84429999999998","5845.81","89874"
"19247","Critical","0.09","65.99","8.99","true","2874","Marian Willis","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","V 3600 Series","0.58","United States","Central","Nebraska","La Vista","68128","6/22/2015","6/24/2015","141.7824","12","71.26919999999998","633.85","89874"
"25599","Not Specified","0","8.33","1.99","true","2877","Shannon Aldridge","Express Air","Consumer","Technology","Computer Peripherals","Small Pack","80 Minute Slim Jewel Case CD-R , 10/Pack - Staples","0.52","United States","East","Ohio","North Olmsted","44070","3/2/2015","3/4/2015","74.1819","12","0","107.51","91492"
"7599","Not Specified","0","8.33","1.99","true","2878","Susan Carroll Berman","Express Air","Consumer","Technology","Computer Peripherals","Small Pack","80 Minute Slim Jewel Case CD-R , 10/Pack - Staples","0.52","United States","West","Washington","Seattle","98107","3/2/2015","3/4/2015","82.31","47","0","421.08","54369"
"18642","Medium","0.05","6.68","6.93","true","2880","Grace Black","Regular Air","Small Business","Office Supplies","Paper","Small Box","HP Office Paper (20Lb. and 87 Bright)","0.37","United States","South","Florida","North Miami Beach","33160","3/28/2015","3/29/2015","-2.35200000000001","11","3.6740000000000004","77.2","88626"
"20315","Low","0.09","243.98","43.32","false","2880","Grace Black","Delivery Truck","Small Business","Furniture","Chairs & Chairmats","Jumbo Drum","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","0.55","United States","South","Florida","North Miami Beach","33160","5/8/2015","5/13/2015","1059.288","25","548.9549999999999","5587.89","88627"
"7718","High","0.03","4.06","6.89","true","2882","Andrew Gonzalez","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac","0.6","United States","South","North Carolina","Charlotte","28206","2/20/2015","2/22/2015","-246.2761","37","4.506599999999999","159.89","55300"
"7719","High","0.01","3.75","0.5","true","2882","Andrew Gonzalez","Regular Air","Consumer","Office Supplies","Labels","Small Box","Avery 510","0.37","United States","South","North Carolina","Charlotte","28206","2/20/2015","2/21/2015","55.1946","48","1.7999999999999998","180.48","55300"
"7720","High","0.02","10.68","13.04","false","2882","Andrew Gonzalez","Regular Air","Consumer","Furniture","Office Furnishings","Large Box","Dana Swing-Arm Lamps","0.6","United States","South","North Carolina","Charlotte","28206","2/20/2015","2/22/2015","-307.2965","31","6.621600000000001","350.48","55300"
"2314","High","0.07","28.99","8.59","true","2882","Andrew Gonzalez","Regular Air","Consumer","Technology","Telephones and Communication","Medium Box","SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","0.56","United States","South","North Carolina","Charlotte","28206","3/19/2015","3/19/2015","-16.06374","39","79.1427","936.8","16676"
"694","Critical","0.05","6.48","8.73","true","2882","Andrew Gonzalez","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 227","0.37","United States","South","North Carolina","Charlotte","28206","5/9/2015","5/9/2015","-160.3847","35","11.340000000000002","232.5","4839"
"3065","High","0.09","363.25","19.99","false","2882","Andrew Gonzalez","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum","0.57","United States","South","North Carolina","Charlotte","28206","6/5/2015","6/6/2015","732.2698","21","686.5424999999999","7497.05","21958"
"5689","Low","0.05","63.94","14.48","false","2882","Andrew Gonzalez","Express Air","Consumer","Furniture","Office Furnishings","Small Box","Howard Miller 16"" Diameter Gallery Wall Clock","0.46","United States","South","North Carolina","Charlotte","28206","6/30/2015","7/7/2015","270.8743","21","67.137","1336.35","40224"
"7137","Low","0.02","43.98","1.99","true","2882","Andrew Gonzalez","Regular Air","Consumer","Technology","Computer Peripherals","Small Pack","Memorex 80 Minute CD-R Spindle, 100/Pack","0.44","United States","South","North Carolina","Charlotte","28206","1/21/2015","1/25/2015","333.7605","40","35.184","1724.01","50917"
"18694","Critical","0.05","6.48","8.73","true","2883","Stuart Sharma","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 227","0.37","United States","East","Ohio","North Olmsted","44070","5/9/2015","5/9/2015","-120.59","9","2.9160000000000004","59.79","87632"
"20314","High","0.07","28.99","8.59","true","2884","Stuart C Robinson","Regular Air","Consumer","Technology","Telephones and Communication","Medium Box","SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","0.56","United States","East","Ohio","North Ridgeville","44039","3/19/2015","3/19/2015","-12.078","10","20.293","240.21","87631"
"21065","High","0.09","363.25","19.99","false","2884","Stuart C Robinson","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum","0.57","United States","East","Ohio","North Ridgeville","44039","6/5/2015","6/6/2015","1231.6569","5","163.46249999999998","1785.01","87633"
"23689","Low","0.05","63.94","14.48","false","2885","Gary Frazier","Express Air","Consumer","Furniture","Office Furnishings","Small Box","Howard Miller 16"" Diameter Gallery Wall Clock","0.46","United States","East","Ohio","North Royalton","44133","6/30/2015","7/7/2015","219.5442","5","15.985","318.18","87634"
"25718","High","0.03","4.06","6.89","true","2886","Gretchen McKinney","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac","0.6","United States","East","Ohio","Parma","44134","2/20/2015","2/22/2015","-185.17","9","1.0961999999999998","38.89","87630"
"25719","High","0.01","3.75","0.5","true","2886","Gretchen McKinney","Regular Air","Consumer","Office Supplies","Labels","Small Box","Avery 510","0.37","United States","East","Ohio","Parma","44134","2/20/2015","2/21/2015","31.1328","12","0.44999999999999996","45.12","87630"
"25720","High","0.02","10.68","13.04","false","2886","Gretchen McKinney","Regular Air","Consumer","Furniture","Office Furnishings","Large Box","Dana Swing-Arm Lamps","0.6","United States","East","Ohio","Parma","44134","2/20/2015","2/22/2015","-231.05","8","1.7088","90.45","87630"
"21514","High","0.1","209.37","69","false","2892","Benjamin Porter","Regular Air","Consumer","Furniture","Tables","Large Box","Hon 2111 Invitation™ Series Corner Table","0.79","United States","Central","Michigan","Livonia","48154","2/23/2015","2/25/2015","-165.5949204","11","230.30700000000002","2125.12","90011"
"21515","High","0.07","4.98","4.7","true","2893","Kathryn Tate","Regular Air","Consumer","Office Supplies","Paper","Small Box","Staples Copy Paper (20Lb. and 84 Bright)","0.38","United States","Central","Michigan","Madison Heights","48071","2/23/2015","2/24/2015","-21.684","9","3.137400000000001","45.05","90011"
"19909","Low","0.02","880.98","44.55","false","2896","Anna Ellis","Delivery Truck","Home Office","Furniture","Bookcases","Jumbo Box","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","0.62","United States","Central","Minnesota","Mankato","56001","1/22/2015","1/26/2015","4861.0638","8","140.95680000000002","7045.02","86925"
"18198","Critical","0","22.84","16.92","false","2896","Anna Ellis","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1973","0.39","United States","Central","Minnesota","Mankato","56001","3/12/2015","3/14/2015","-83.75","15","0","370.62","86927"
"20304","High","0.05","80.97","30.06","false","2897","Betty Giles","Delivery Truck","Home Office","Technology","Office Machines","Jumbo Box","Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer","0.4","United States","Central","Minnesota","Maple Grove","55369","2/13/2015","2/14/2015","565.18","11","44.5335","904.25","86926"
"20305","High","0","6.48","10.05","true","2897","Betty Giles","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1997","0.37","United States","Central","Minnesota","Maple Grove","55369","2/13/2015","2/15/2015","-38.72","2","0","16.31","86926"
"23151","Not Specified","0.06","70.89","89.3","false","2903","Frances Powers","Delivery Truck","Small Business","Furniture","Tables","Jumbo Box","KI Conference Tables","0.72","United States","East","Ohio","Reynoldsburg","43068","6/25/2015","6/25/2015","65.07702","6","25.520400000000002","364.26","87374"
"18611","High","0.07","4.13","0.99","true","2908","Robyn Lyon","Regular Air","Home Office","Office Supplies","Labels","Small Box","Avery 491","0.39","United States","East","Ohio","Garfield Heights","44125","1/8/2015","1/8/2015","10.9592","4","1.1564","16.07","88156"
"18612","High","0.03","22.72","8.99","true","2908","Robyn Lyon","Regular Air","Home Office","Furniture","Office Furnishings","Small Pack","Executive Impressions 14"" Two-Color Numerals Wall Clock","0.44","United States","East","Ohio","Garfield Heights","44125","1/8/2015","1/8/2015","17.4294","1","0.6816","25.26","88156"
"20827","Not Specified","0.05","34.98","7.53","true","2908","Robyn Lyon","Express Air","Home Office","Technology","Computer Peripherals","Small Box","Fellowes EZ Multi-Media Keyboard","0.76","United States","East","Ohio","Garfield Heights","44125","2/28/2015","3/3/2015","-32.6664","16","27.983999999999998","581.08","88157"
"20828","Not Specified","0","3.14","1.92","true","2908","Robyn Lyon","Regular Air","Home Office","Office Supplies","Scissors, Rulers and Trimmers","Wrap Bag","Serrated Blade or Curved Handle Hand Letter Openers","0.84","United States","East","Ohio","Garfield Heights","44125","2/28/2015","3/2/2015","-13.1352","8","0","27.53","88157"
"21290","High","0.04","4.13","0.99","true","2912","Hannah Carver","Express Air","Home Office","Office Supplies","Labels","Small Box","Avery 491","0.39","United States","Central","North Dakota","Grand Forks","58201","4/28/2015","4/30/2015","22.3077","7","1.1563999999999999","32.33","87396"
"21291","High","0.06","55.48","14.3","false","2912","Hannah Carver","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 194","0.37","United States","Central","North Dakota","Grand Forks","58201","4/28/2015","4/30/2015","443.0214","12","39.9456","642.06","87396"
"8310","Medium","0.05","535.64","14.7","false","2920","Ernest Peele","Delivery Truck","Home Office","Technology","Office Machines","Jumbo Drum","Epson LQ-870 Dot Matrix Printer","0.59","United States","Central","Illinois","Chicago","60603","6/7/2015","6/9/2015","-1220.9145","2","53.564","1068.6","59365"
"18166","Medium","0","6.37","5.19","true","2923","Lynne Griffith","Regular Air","Consumer","Office Supplies","Binders and Binder Accessories","Small Box","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","0.38","United States","East","Maryland","Hagerstown","21740","2/28/2015","3/2/2015","-27.1492","15","0","99.75","86592"
"18345","Critical","0.02","110.98","13.99","false","2924","Courtney Nelson","Regular Air","Consumer","Furniture","Office Furnishings","Medium Box","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","0.69","United States","East","Maryland","Laurel","20707","1/16/2015","1/18/2015","-106.3424","2","4.4392000000000005","226.53","86591"
"18346","Critical","0.01","8.01","2.87","true","2924","Courtney Nelson","Regular Air","Consumer","Office Supplies","Paper","Wrap Bag","TOPS Money Receipt Book, Consecutively Numbered in Red,","0.4","United States","East","Maryland","Laurel","20707","1/16/2015","1/18/2015","44.9768","8","0.6408","68.65","86591"
"25817","Critical","0.02","5.58","2.99","true","2928","Leslie Woodard","Regular Air","Consumer","Office Supplies","Binders and Binder Accessories","Small Box","Avery Heavy-Duty EZD ™ Binder With Locking Rings","0.37","United States","South","South Carolina","Charleston","29418","5/26/2015","5/28/2015","689.328","42","4.6872","236.83","90218"
"25819","Critical","0.02","54.1","19.99","false","2928","Leslie Woodard","Regular Air","Consumer","Office Supplies","Storage & Organization","Small Box","Desktop 3-Pocket Hot File®","0.59","United States","South","South Carolina","Charleston","29418","5/26/2015","5/27/2015","-33.586","36","38.952000000000005","1944.87","90218"
"21313","Not Specified","0.1","11.55","2.36","true","2931","Faye Hanna","Regular Air","Small Business","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 309","0.55","United States","West","California","El Dorado Hills","95630","2/28/2015","2/28/2015","69.7672","12","13.86","135.77","87619"
"24866","High","0.01","35.44","19.99","false","2932","Phyllis Hull","Regular Air","Small Business","Office Supplies","Paper","Small Box","Xerox 1880","0.38","United States","East","Connecticut","Stratford","6614","4/22/2015","4/23/2015","-52.8228","1","0.3544","55.43","87620"
"24995","Low","0.02","3.8","1.49","true","2935","Shirley Riley","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","Durable Pressboard Binders","0.38","United States","East","Massachusetts","Boston","2215","5/11/2015","5/15/2015","7.31","5","0.38","20.46","87617"
"24865","High","0.03","47.9","5.86","true","2938","Laurie Case Daniel","Regular Air","Small Business","Office Supplies","Paper","Small Box","Xerox 1938","0.37","United States","East","Massachusetts","Stoneham","2180","4/22/2015","4/25/2015","642.9903","20","28.739999999999995","931.87","87620"
"23567","Critical","0.05","2.62","0.8","true","2941","Leah Pollock","Regular Air","Small Business","Office Supplies","Rubber Bands","Wrap Bag","Staples Metal Binder Clips","0.39","United States","East","New Jersey","Morristown","7960","5/26/2015","5/27/2015","12.71","8","1.048","21.41","87618"
"19575","Low","0.04","4.55","1.49","true","2944","Elsie Lane","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Presstex Flexible Ring Binders","0.35","United States","Central","Michigan","Midland","48640","3/5/2015","3/7/2015","28.288","13","2.366","59.75","90309"
"26054","Not Specified","0.01","7.64","1.39","true","2947","Kathy Turner","Regular Air","Consumer","Office Supplies","Envelopes","Small Box","Security-Tint Envelopes","0.36","United States","East","New York","Depew","14043","2/4/2015","2/7/2015","112.1181","20","1.528","162.49","87511"
"25051","Medium","0.07","42.98","4.62","true","2951","Jordan Womble","Express Air","Corporate","Office Supplies","Appliances","Small Box","Belkin F9M820V08 8 Outlet Surge","0.56","United States","Central","Kansas","Hays","67601","2/15/2015","2/17/2015","565.386","19","57.163399999999996","819.4","91397"
"25052","Medium","0.03","89.99","42","false","2951","Jordan Womble","Delivery Truck","Corporate","Furniture","Chairs & Chairmats","Jumbo Drum","Global Leather Task Chair, Black","0.66","United States","Central","Kansas","Hays","67601","2/15/2015","2/18/2015","-230.9528","19","51.29429999999999","1809.75","91397"
"25970","Medium","0.08","5.74","5.01","true","2952","Thelma Murray","Express Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Binder Posts","0.39","United States","East","Ohio","Grove City","43123","4/15/2015","4/17/2015","-61.62804","12","5.510400000000001","70.03","91398"
"21200","Low","0.09","12.22","2.85","true","2954","William Sharma","Regular Air","Consumer","Furniture","Office Furnishings","Small Pack","Aluminum Document Frame","0.55","United States","Central","Minnesota","Maplewood","55119","6/18/2015","6/25/2015","70.6767","9","9.898200000000001","102.43","86427"
"24817","Medium","0.1","37.94","5.08","true","2957","Francis I Davis","Express Air","Corporate","Office Supplies","Paper","Wrap Bag","Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate","0.38","United States","Central","Wisconsin","Milwaukee","53209","4/2/2015","4/4/2015","95.0544","4","15.176","137.76","90264"
"25709","Low","0.06","20.99","0.99","true","2958","Ellen Sparks","Regular Air","Corporate","Technology","Telephones and Communication","Wrap Bag","Accessory21","0.37","United States","Central","Wisconsin","Neenah","54956","3/23/2015","3/28/2015","224.9607","18","22.669199999999996","326.03","90265"
"19923","Not Specified","0.1","36.55","13.89","false","2960","Allan Dickinson","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Wrap Bag","Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","0.41","United States","South","Arkansas","Van Buren","72956","4/5/2015","4/7/2015","-89.572","11","40.205","379.72","90646"
"20390","High","0.07","4.76","0.88","true","2962","Leonard Strauss","Express Air","Consumer","Office Supplies","Paper","Wrap Bag","Wirebound Voice Message Log Book","0.39","United States","West","Colorado","Louisville","80027","5/7/2015","5/9/2015","33.3477","10","3.332","48.33","88611"
"22175","Critical","0.01","7.98","6.5","true","2963","Frances Johnson","Regular Air","Consumer","Office Supplies","Storage & Organization","Medium Box","Iris Project Case","0.59","United States","East","Maryland","Middle River","21220","6/22/2015","6/23/2015","-34.592","4","0.31920000000000004","34.91","88612"
"25953","High","0.06","42.98","4.62","true","2964","Kathy Hinton","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Belkin F9M820V08 8 Outlet Surge","0.56","United States","East","Ohio","Mount Vernon","43050","4/21/2015","4/23/2015","-24.63","1","2.5787999999999998","47.04","88610"
"21390","Not Specified","0.08","9.68","2.03","true","2968","Miriam Bowman","Regular Air","Small Business","Office Supplies","Paper","Wrap Bag","Wirebound Service Call Books, 5 1/2"" x 4""","0.37","United States","South","Florida","Hollywood","33021","2/22/2015","2/24/2015","-536.242","1","0.7744","10.94","86085"
"21391","Not Specified","0.04","150.98","16.01","false","2968","Miriam Bowman","Delivery Truck","Small Business","Furniture","Tables","Jumbo Box","Iceberg OfficeWorks 42"" Round Tables","0.7","United States","South","Florida","Hollywood","33021","2/22/2015","2/23/2015","-125.86","5","30.196","731.38","86085"
"18041","High","0.06","363.25","19.99","false","2968","Miriam Bowman","Regular Air","Small Business","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum","0.57","United States","South","Florida","Hollywood","33021","3/28/2015","3/30/2015","36.1641","1","21.794999999999998","344.87","86086"
"21096","High","0.01","30.97","4","true","2973","Sally Liu","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Microsoft Multimedia Keyboard","0.74","United States","Central","Wisconsin","New Berlin","53151","4/13/2015","4/15/2015","17.1028","17","5.2649","523.06","87186"
"21097","High","0.08","125.99","7.69","true","2973","Sally Liu","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","Timeport L7089","0.58","United States","Central","Wisconsin","New Berlin","53151","4/13/2015","4/15/2015","1269.38196","23","231.8216","2424.68","87186"
"24770","Critical","0.1","442.14","14.7","false","2973","Sally Liu","Delivery Truck","Home Office","Technology","Office Machines","Jumbo Drum","Okidata ML390 Turbo Dot Matrix Printers","0.56","United States","Central","Wisconsin","New Berlin","53151","5/20/2015","5/21/2015","137.68794","6","265.284","2411.43","87187"
"19599","Medium","0.01","35.99","0.99","true","2976","Fred Barber","Regular Air","Small Business","Technology","Telephones and Communication","Small Pack","Accessory31","0.35","United States","Central","Wisconsin","Oak Creek","53154","5/22/2015","5/23/2015","882.4824","41","14.755900000000002","1278.96","89047"
